passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,travel_time_sec,total_amount
Douglas Ayala,2017-12-21 21:53:58,2017-12-21 21:58:49,Card,3,1.13,6.0,1.0,0.0,Ayala,0 days 00:04:51,291.0,7.0
Daniel Barrett,2017-10-13 12:49:04,2017-10-13 12:57:17,Card,1,1.55,7.5,0.0,0.0,Barrett,0 days 00:08:13,493.00000000000006,7.5
Jonathan Wu,2017-02-07 07:58:10,2017-02-07 08:08:38,Cash,1,1.29,8.0,0.0,0.0,Wu,0 days 00:10:28,628.0,8.0
Christopher Johnston,2017-05-05 07:53:09,2017-05-05 07:58:13,Cash,1,0.46,5.0,1.74,0.0,Johnston,0 days 00:05:04,304.0,6.74
Natalie Brown,2017-08-17 08:49:29,2017-08-17 08:56:58,Cash,1,1.0,6.5,0.73,0.0,Brown,0 days 00:07:29,449.0,7.23
Christopher Jones,2017-05-20 08:44:23,2017-05-20 08:45:23,Cash,1,0.2,3.0,0.19,0.0,Jones,0 days 00:01:00,60.00000000000001,3.19
Courtney Young,2017-05-05 12:09:24,2017-05-05 12:16:10,Card,1,0.6,6.0,1.22,0.0,Young,0 days 00:06:46,406.0,7.22
Margaret Vasquez,2017-06-18 17:07:55,2017-06-18 17:10:05,Cash,1,0.6,4.0,1.0,0.0,Vasquez,0 days 00:02:10,130.0,5.0
Mr. Juan Miller,2017-11-06 08:53:11,2017-11-06 09:09:10,Cash,1,2.36,12.0,0.0,0.0,Miller,0 days 00:15:59,959.0000000000001,12.0
Bobby Brown,2017-04-06 09:59:55,2017-04-06 10:01:02,Card,1,0.32,3.0,1.14,0.0,Brown,0 days 00:01:07,67.0,4.14
Mr. Fernando Fischer MD,2017-10-30 15:33:34,2017-10-30 15:52:33,Cash,1,3.3,14.5,0.0,0.0,MD,0 days 00:18:59,1139.0,14.5
Sarah Pittman,2017-04-07 08:38:09,2017-04-07 08:52:57,Cash,1,3.22,13.5,1.5,0.0,Pittman,0 days 00:14:48,888.0,15.0
Richard Flowers,2017-03-12 12:13:47,2017-03-12 12:21:46,Cash,1,0.9,7.0,0.0,0.0,Flowers,0 days 00:07:59,479.00000000000006,7.0
Mrs. Shannon Austin,2017-01-26 23:01:16,2017-01-26 23:08:24,Card,4,1.1,6.5,1.55,0.0,Austin,0 days 00:07:08,428.0,8.05
Julie Ferguson,2017-12-29 21:06:34,2017-12-29 21:07:19,Cash,1,4.2,2.5,0.0,0.0,Ferguson,0 days 00:00:45,45.0,2.5
Julie Rodriguez,2017-01-23 14:14:05,2017-01-23 14:31:16,Cash,2,2.7,13.0,2.76,0.0,Rodriguez,0 days 00:17:11,1031.0,15.76
Donald Adams,2017-01-23 10:51:26,2017-01-23 10:56:38,Cash,1,1.11,6.0,0.0,0.0,Adams,0 days 00:05:12,312.0,6.0
Cassandra Burke,2017-01-17 15:21:58,2017-01-17 15:30:42,Cash,5,1.7,8.0,2.64,0.0,Burke,0 days 00:08:44,524.0,10.64
George Holland,2017-09-12 18:54:31,2017-09-12 19:06:35,Card,1,1.67,9.5,2.26,0.0,Holland,0 days 00:12:04,724.0,11.76
Robert Burns,2017-01-08 13:24:43,2017-01-08 13:29:00,Cash,1,0.92,5.0,0.0,0.0,Burns,0 days 00:04:17,257.0,5.0
Kenneth Rogers,2017-09-23 20:21:49,2017-09-23 20:26:21,Card,2,0.9,5.5,1.36,0.0,Rogers,0 days 00:04:32,272.0,6.86
Lauren Montes,2017-06-04 18:12:54,2017-06-04 18:25:00,Cash,1,2.5,11.0,2.35,0.0,Montes,0 days 00:12:06,726.0,13.35
Emily Miller,2017-02-24 19:43:16,2017-02-24 19:52:56,Card,2,2.4,10.5,3.08,0.0,Miller,0 days 00:09:40,580.0,13.58
Kevin Watson,2017-12-07 03:01:26,2017-12-07 03:17:31,Cash,1,4.4,16.0,3.45,0.0,Watson,0 days 00:16:05,965.0000000000001,19.45
Jordan Small,2017-08-31 10:35:25,2017-08-31 10:40:26,Card,1,0.7,5.0,0.0,0.0,Small,0 days 00:05:01,301.0,5.0
Jennifer Luna,2017-02-06 15:11:22,2017-02-06 15:15:19,Card,1,0.85,5.0,0.0,0.0,Luna,0 days 00:03:57,237.00000000000003,5.0
Vincent Hernandez,2017-05-27 02:11:46,2017-05-27 02:16:47,Cash,2,0.9,5.0,1.25,0.0,Hernandez,0 days 00:05:01,301.0,6.25
Jessica Franklin,2017-08-08 11:42:26,2017-08-08 12:22:55,Cash,1,5.02,26.5,0.0,0.0,Franklin,0 days 00:40:29,2429.0,26.5
Elijah Mann,2017-11-06 14:00:00,2017-11-06 14:17:31,Card,4,1.9,12.0,2.55,0.0,Mann,0 days 00:17:31,1051.0,14.55
Holly Jones,2017-03-24 22:25:35,2017-03-24 22:38:57,Cash,1,1.1,9.5,2.7,0.0,Jones,0 days 00:13:22,802.0,12.2
Jeremy Richardson,2017-03-19 17:18:04,2017-03-19 17:33:07,Cash,1,2.61,12.0,2.56,0.0,Richardson,0 days 00:15:03,903.0,14.56
Sandra Young,2017-06-04 14:12:12,2017-06-04 14:42:31,Cash,5,5.85,23.5,0.0,0.0,Young,0 days 00:30:19,1819.0,23.5
Shannon Pham,2017-07-03 16:51:02,2017-07-03 17:00:39,Card,1,1.99,9.0,2.16,0.0,Pham,0 days 00:09:37,577.0,11.16
Jessica Poole,2017-03-01 21:32:51,2017-03-01 21:44:53,Cash,1,1.56,9.0,2.58,0.0,Poole,0 days 00:12:02,722.0,11.58
Katherine Trujillo,2017-01-24 23:06:26,2017-01-24 23:18:43,Card,1,2.3,10.5,0.0,0.0,Trujillo,0 days 00:12:17,737.0,10.5
Richard Nichols,2017-06-24 20:18:34,2017-06-24 20:24:49,Cash,1,2.3,8.5,2.45,0.0,Nichols,0 days 00:06:15,375.0,10.95
Samantha Smith,2017-09-09 10:56:36,2017-09-09 11:30:00,Card,1,16.4,52.0,17.55,5.76,Smith,0 days 00:33:24,2004.0000000000002,75.31
Paul Hernandez,2017-03-22 09:40:03,2017-03-22 09:53:46,Cash,1,2.01,10.5,2.26,0.0,Hernandez,0 days 00:13:43,823.0,12.76
Cheryl Mcconnell,2017-02-25 19:41:55,2017-02-25 20:04:46,Cash,5,2.32,14.5,0.0,0.0,Mcconnell,0 days 00:22:51,1371.0,14.5
Todd Barr,2017-05-31 22:48:34,2017-05-31 22:59:35,Card,1,3.0,11.5,0.0,0.0,Barr,0 days 00:11:01,661.0,11.5
Michael Delacruz,2017-01-03 13:09:53,2017-01-03 13:25:54,Card,3,4.5,16.5,0.0,0.0,Delacruz,0 days 00:16:01,961.0000000000001,16.5
Danielle Weber,2017-12-01 20:05:06,2017-12-01 20:33:20,Cash,2,6.5,24.0,5.5,0.0,Weber,0 days 00:28:14,1694.0,29.5
Andrea Carrillo,2017-08-01 23:29:41,2017-08-01 23:33:29,Card,1,0.6,4.5,0.87,0.0,Carrillo,0 days 00:03:48,228.0,5.37
Kayla Williams,2017-09-18 21:57:51,2017-09-18 22:11:15,Cash,4,1.85,10.5,2.95,0.0,Williams,0 days 00:13:24,804.0,13.45
Lisa Fitzgerald,2017-04-13 10:59:24,2017-04-13 11:20:49,Card,2,2.2,14.0,0.0,0.0,Fitzgerald,0 days 00:21:25,1285.0,14.0
Gary Strickland,2017-05-06 18:09:47,2017-05-06 18:40:39,Card,1,17.3,47.5,0.0,0.0,Strickland,0 days 00:30:52,1852.0000000000002,47.5
Patricia Fox,2017-07-11 18:09:01,2017-07-11 18:10:13,Cash,1,0.4,3.5,0.0,0.0,Fox,0 days 00:01:12,72.0,3.5
Christina Curtis,2017-10-13 21:13:54,2017-10-13 21:16:34,Cash,1,0.49,4.0,0.26,0.0,Curtis,0 days 00:02:40,160.0,4.26
Sarah Anderson,2017-02-01 12:37:44,2017-02-01 12:43:16,Cash,1,0.83,5.5,1.26,0.0,Anderson,0 days 00:05:32,332.0,6.76
Bryan Duke,2017-03-23 08:03:35,2017-03-23 08:10:13,Card,1,1.0,6.5,1.2,0.0,Duke,0 days 00:06:38,398.0,7.7
Ashley Castro,2017-04-08 21:14:54,2017-04-08 21:23:51,Card,1,1.4,7.5,1.0,0.0,Castro,0 days 00:08:57,537.0,8.5
John Cummings,2017-09-18 10:55:52,2017-09-18 11:07:22,Cash,2,1.69,9.0,1.0,0.0,Cummings,0 days 00:11:30,690.0,10.0
Jared Jones,2017-09-07 17:05:35,2017-09-07 17:48:19,Cash,1,8.86,35.0,8.51,5.76,Jones,0 days 00:42:44,2564.0,49.269999999999996
Daniel Lowery,2017-02-12 12:32:25,2017-02-12 12:41:17,Cash,1,1.03,7.0,1.0,0.0,Lowery,0 days 00:08:52,532.0,8.0
David Hernandez,2017-11-01 19:55:02,2017-11-01 20:02:06,Cash,1,1.1,7.0,0.88,0.0,Hernandez,0 days 00:07:04,424.0,7.88
William Wilkinson,2017-03-03 14:54:51,2017-03-03 14:57:40,Cash,1,0.3,4.0,0.95,0.0,Wilkinson,0 days 00:02:49,169.0,4.95
Jamie Richard,2017-05-18 23:04:34,2017-05-18 23:12:16,Cash,1,1.47,7.5,1.2,0.0,Richard,0 days 00:07:42,462.00000000000006,8.7
Matthew Pittman,2017-09-24 15:09:13,2017-09-24 15:14:50,Card,2,0.9,6.0,1.45,0.0,Pittman,0 days 00:05:37,337.0,7.45
Alexis Stevens,2017-03-27 08:08:53,2017-03-27 09:00:08,Cash,2,17.5,52.0,0.0,5.76,Stevens,0 days 00:51:15,3075.0,57.76
Kim Hernandez,2017-11-13 07:00:44,2017-11-13 07:06:19,Card,1,0.6,5.5,0.7,0.0,Hernandez,0 days 00:05:35,335.0,6.2
Jonathan Hess,2017-03-16 12:16:35,2017-03-16 13:50:28,Cash,3,11.2,59.0,13.05,5.54,Hess,0 days 01:33:53,5633.0,77.59
Janet Brown DDS,2017-04-18 19:07:24,2017-04-18 19:24:48,Cash,1,0.9,11.5,2.65,0.0,DDS,0 days 00:17:24,1044.0,14.15
Jeff Brown,2017-10-14 17:45:48,2017-10-14 17:51:19,Card,1,1.0,6.0,1.0,0.0,Brown,0 days 00:05:31,331.0,7.0
Christina King,2017-10-17 21:45:54,2017-10-17 21:59:03,Cash,2,2.35,10.5,2.95,0.0,King,0 days 00:13:09,789.0,13.45
Chad Walker,2017-07-03 21:13:09,2017-07-03 21:22:19,Cash,1,1.53,8.5,1.0,0.0,Walker,0 days 00:09:10,550.0,9.5
Patricia Wright,2017-09-24 09:57:49,2017-09-24 10:04:50,Card,2,1.5,7.0,1.95,0.0,Wright,0 days 00:07:01,421.0,8.95
Jennifer Webb,2017-06-25 15:42:41,2017-06-25 15:51:43,Card,4,1.6,8.5,0.0,0.0,Webb,0 days 00:09:02,542.0,8.5
Andrew Nguyen,2017-11-30 09:52:47,2017-11-30 10:46:43,Card,1,17.04,52.0,6.0,5.76,Nguyen,0 days 00:53:56,3236.0,63.76
Kelly Lang MD,2017-07-16 13:10:09,2017-07-16 13:33:36,Card,2,6.1,21.5,0.0,0.0,MD,0 days 00:23:27,1407.0,21.5
Janet Wade,2017-10-10 08:16:29,2017-10-10 08:30:54,Cash,1,1.9,11.0,2.35,0.0,Wade,0 days 00:14:25,865.0,13.35
Richard Brown,2017-04-20 08:32:44,2017-04-20 09:00:57,Card,1,4.07,18.5,3.5,0.0,Brown,0 days 00:28:13,1693.0,22.0
Amy Green,2017-11-12 17:14:31,2017-11-12 17:35:08,Cash,2,3.99,16.5,3.46,0.0,Green,0 days 00:20:37,1237.0,19.96
Tyler White,2017-04-28 07:33:00,2017-04-28 07:46:08,Card,1,1.6,10.0,2.0,0.0,White,0 days 00:13:08,788.0,12.0
Brooke Maldonado,2017-06-11 19:42:44,2017-06-11 19:53:24,Card,5,2.23,10.0,0.0,0.0,Maldonado,0 days 00:10:40,640.0,10.0
Sabrina Hood,2017-12-17 00:04:19,2017-12-17 00:14:00,Cash,1,1.5,8.5,0.0,0.0,Hood,0 days 00:09:41,581.0,8.5
Tyler Flowers,2017-04-09 17:20:14,2017-04-09 17:29:23,Cash,1,0.87,7.5,0.0,0.0,Flowers,0 days 00:09:09,549.0,7.5
Leah Thomas,2017-01-14 23:38:58,2017-01-14 23:48:50,Cash,1,1.9,8.5,2.45,0.0,Thomas,0 days 00:09:52,592.0,10.95
Brian Price Jr.,2017-04-25 21:47:05,2017-04-25 21:57:33,Card,5,1.54,9.0,0.0,0.0,Jr.,0 days 00:10:28,628.0,9.0
Curtis Thompson,2017-08-08 18:38:35,2017-08-08 18:47:23,Card,5,1.0,7.5,1.0,0.0,Thompson,0 days 00:08:48,528.0,8.5
Brady Morales,2017-10-30 19:35:24,2017-10-30 19:50:41,Card,1,2.74,12.0,0.0,0.0,Morales,0 days 00:15:17,917.0000000000001,12.0
Howard Sosa,2017-04-17 17:34:54,2017-04-17 17:49:25,Cash,6,2.23,11.5,0.0,0.0,Sosa,0 days 00:14:31,871.0,11.5
Cody Copeland,2017-04-07 10:49:40,2017-04-07 11:02:52,Card,1,1.2,9.5,4.0,0.0,Copeland,0 days 00:13:12,792.0,13.5
Christopher Morris,2017-05-05 07:36:42,2017-05-05 07:40:47,Card,1,0.79,5.0,0.93,0.0,Morris,0 days 00:04:05,245.00000000000003,5.93
Marc Malone,2017-07-30 02:12:30,2017-07-30 02:29:54,Cash,1,3.68,15.0,0.0,0.0,Malone,0 days 00:17:24,1044.0,15.0
Christina Jackson,2017-06-20 15:38:20,2017-06-20 15:45:18,Cash,2,2.89,10.0,0.0,0.0,Jackson,0 days 00:06:58,418.0,10.0
Kayla Robinson,2017-08-10 11:49:44,2017-08-10 12:02:12,Card,2,1.31,9.5,0.0,0.0,Robinson,0 days 00:12:28,748.0,9.5
Mason Mcpherson,2017-01-18 10:56:18,2017-01-18 11:01:40,Card,1,0.94,6.0,0.0,0.0,Mcpherson,0 days 00:05:22,322.0,6.0
Christopher Morton,2017-02-25 20:11:26,2017-02-25 20:18:37,Cash,1,0.86,6.0,1.82,0.0,Morton,0 days 00:07:11,431.0,7.82
Danielle Lyons,2017-05-06 23:21:04,2017-05-06 23:39:31,Cash,2,2.88,14.0,3.06,0.0,Lyons,0 days 00:18:27,1107.0,17.06
Robert Campbell,2017-01-13 22:01:31,2017-01-13 22:02:17,Cash,2,0.66,4.0,0.0,0.0,Campbell,0 days 00:00:46,46.0,4.0
Gwendolyn Harris,2017-06-09 23:57:53,2017-06-10 00:19:39,Cash,2,2.88,15.0,3.26,0.0,Harris,0 days 00:21:46,1306.0,18.259999999999998
Angela Chaney,2017-04-25 17:42:28,2017-04-25 17:49:16,Card,1,1.1,6.5,1.65,0.0,Chaney,0 days 00:06:48,408.0,8.15
Mary Marshall,2017-11-06 08:02:00,2017-11-06 08:15:10,Cash,1,1.5,9.5,0.0,0.0,Marshall,0 days 00:13:10,790.0,9.5
Amanda Jimenez,2017-10-29 00:51:25,2017-10-29 01:07:56,Cash,5,3.09,13.0,0.0,0.0,Jimenez,0 days 00:16:31,991.0000000000001,13.0
Anthony Osborne,2017-02-17 21:36:40,2017-02-17 22:14:02,Cash,1,15.72,45.5,9.36,0.0,Osborne,0 days 00:37:22,2242.0,54.86
Michelle Smith,2017-10-16 17:03:13,2017-10-16 17:18:12,Cash,1,2.5,12.0,2.75,0.0,Smith,0 days 00:14:59,899.0,14.75
William Johns,2017-06-02 06:39:38,2017-06-02 06:42:21,Cash,2,0.5,4.0,1.2,0.0,Johns,0 days 00:02:43,163.0,5.2
Zachary Fitzpatrick,2017-06-26 15:40:01,2017-06-26 16:06:15,Cash,2,8.4,25.5,0.0,0.0,Fitzpatrick,0 days 00:26:14,1574.0,25.5
Christine Lang,2017-01-25 20:27:52,2017-01-25 20:36:05,Cash,1,2.0,8.5,1.96,0.0,Lang,0 days 00:08:13,493.00000000000006,10.46
Abigail Johnson,2017-04-14 12:25:53,2017-04-14 12:37:30,Cash,2,0.95,8.5,0.0,0.0,Johnson,0 days 00:11:37,697.0,8.5
Donna Nicholson,2017-10-08 16:10:49,2017-10-08 16:50:57,Card,1,10.46,35.0,6.0,5.76,Nicholson,0 days 00:40:08,2408.0,46.76
Bailey Neal,2017-07-31 13:06:50,2017-07-31 13:24:10,Cash,1,2.0,12.5,2.0,0.0,Neal,0 days 00:17:20,1040.0,14.5
Andrea Johnston,2017-01-21 08:41:49,2017-01-21 08:49:51,Cash,1,1.15,7.0,2.34,0.0,Johnston,0 days 00:08:02,482.00000000000006,9.34
Gregory Bishop,2017-06-26 18:55:04,2017-06-26 18:56:00,Card,6,0.25,3.0,0.72,0.0,Bishop,0 days 00:00:56,56.0,3.7199999999999998
Allen Beasley,2017-11-21 21:10:23,2017-11-21 21:18:19,Card,1,1.5,7.5,1.75,0.0,Beasley,0 days 00:07:56,476.00000000000006,9.25
Jon Reed,2017-12-03 00:33:00,2017-12-03 00:49:01,Cash,1,3.0,12.5,2.75,0.0,Reed,0 days 00:16:01,961.0000000000001,15.25
Stephanie Lane,2017-12-14 12:53:55,2017-12-14 13:09:54,Cash,1,0.8,10.5,2.25,0.0,Lane,0 days 00:15:59,959.0000000000001,12.75
Larry Wilson DDS,2017-05-15 21:29:47,2017-05-15 21:42:24,Card,1,2.5,11.0,2.46,0.0,DDS,0 days 00:12:37,757.0,13.46
Kevin Sanders,2017-03-15 20:52:25,2017-03-15 21:14:11,Cash,5,8.71,27.0,3.0,0.0,Sanders,0 days 00:21:46,1306.0,30.0
Brandon Davis,2017-11-01 14:48:23,2017-11-01 15:03:19,Card,1,1.16,10.0,2.16,0.0,Davis,0 days 00:14:56,896.0,12.16
Cindy Wallace,2017-08-24 15:42:46,2017-08-24 16:07:41,Cash,1,0.99,15.0,4.74,0.0,Wallace,0 days 00:24:55,1495.0,19.740000000000002
Tracy Burns,2017-04-25 13:59:15,2017-04-25 14:14:46,Card,1,2.0,11.5,0.0,0.0,Burns,0 days 00:15:31,931.0000000000001,11.5
Robert Travis,2017-07-25 14:21:37,2017-07-25 14:41:40,Cash,1,3.21,15.0,3.16,0.0,Travis,0 days 00:20:03,1203.0,18.16
Gregory Browning,2017-04-01 22:03:39,2017-04-01 22:07:34,Cash,1,1.3,5.5,1.0,0.0,Browning,0 days 00:03:55,235.00000000000003,6.5
Jason Heath,2017-08-15 21:03:42,2017-08-15 21:23:26,Cash,1,4.12,17.0,3.66,0.0,Heath,0 days 00:19:44,1184.0,20.66
Caleb Daniels,2017-02-17 15:26:41,2017-02-17 15:58:59,Card,1,4.27,52.0,0.0,5.54,Daniels,0 days 00:32:18,1938.0000000000002,57.54
Patricia Martinez,2017-08-08 13:27:05,2017-08-08 13:42:21,Card,1,3.71,14.5,0.0,0.0,Martinez,0 days 00:15:16,916.0000000000001,14.5
Kenneth Nelson,2017-09-16 00:03:34,2017-09-16 00:08:16,Cash,1,0.8,5.5,1.36,0.0,Nelson,0 days 00:04:42,282.0,6.86
Sandra King,2017-05-22 22:13:35,2017-05-22 22:20:40,Card,1,1.6,7.5,2.0,0.0,King,0 days 00:07:05,425.0,9.5
Robin Hanson,2017-08-21 14:54:28,2017-08-21 15:07:48,Cash,5,2.22,11.0,0.0,0.0,Hanson,0 days 00:13:20,800.0,11.0
Charles Huff,2017-07-03 23:38:07,2017-07-03 23:42:33,Cash,6,0.85,5.5,1.36,0.0,Huff,0 days 00:04:26,266.0,6.86
Samantha Leonard,2017-04-24 05:27:44,2017-04-24 05:42:54,Cash,1,10.3,28.5,0.0,0.0,Leonard,0 days 00:15:10,910.0,28.5
Jessica Cunningham,2017-10-21 15:02:13,2017-10-21 15:57:54,Card,1,18.64,52.0,0.0,5.76,Cunningham,0 days 00:55:41,3341.0,57.76
Ernest Brooks,2017-08-07 16:49:56,2017-08-07 17:04:38,Card,1,1.2,10.0,2.35,0.0,Brooks,0 days 00:14:42,882.0,12.35
Charles Cruz,2017-06-14 14:24:13,2017-06-14 14:46:12,Card,2,1.1,13.5,0.0,0.0,Cruz,0 days 00:21:59,1319.0,13.5
Laura Brown,2017-04-17 18:51:52,2017-04-17 19:02:26,Card,4,1.21,8.5,2.06,0.0,Brown,0 days 00:10:34,634.0,10.56
David Wagner,2017-01-05 21:08:32,2017-01-05 21:11:37,Card,2,0.54,4.0,0.0,0.0,Wagner,0 days 00:03:05,185.0,4.0
Jose Burns,2017-07-16 19:43:28,2017-07-16 20:38:36,Card,6,18.76,52.0,2.0,0.0,Burns,0 days 00:55:08,3308.0,54.0
Mary Harris,2017-09-14 17:49:58,2017-09-14 18:00:24,Cash,2,1.38,8.5,1.0,0.0,Harris,0 days 00:10:26,626.0,9.5
Sandra Anderson,2017-05-19 18:18:34,2017-05-19 18:22:54,Card,1,0.6,5.0,0.0,0.0,Anderson,0 days 00:04:20,260.0,5.0
Jesse Reed,2017-02-08 21:28:24,2017-02-08 21:39:51,Cash,2,1.4,9.0,1.0,0.0,Reed,0 days 00:11:27,687.0,10.0
Amanda Miranda,2017-03-22 08:42:41,2017-03-22 08:55:55,Card,1,1.83,10.5,0.0,0.0,Miranda,0 days 00:13:14,794.0,10.5
Robert Johnston,2017-10-11 14:55:02,2017-10-11 15:02:18,Cash,1,1.3,7.0,1.0,0.0,Johnston,0 days 00:07:16,436.0,8.0
Brittany Jones,2017-06-10 04:57:10,2017-06-10 05:24:46,Card,5,17.53,52.0,0.0,0.0,Jones,0 days 00:27:36,1656.0,52.0
Vanessa Ford,2017-08-03 18:29:50,2017-08-03 18:35:02,Card,1,0.7,5.5,1.46,0.0,Ford,0 days 00:05:12,312.0,6.96
Jacqueline Martin,2017-01-21 16:36:08,2017-01-21 16:56:16,Cash,3,4.86,18.5,0.0,0.0,Martin,0 days 00:20:08,1208.0,18.5
Alexis Snyder,2017-11-05 04:34:29,2017-11-05 04:54:20,Cash,2,2.15,60.0,0.0,0.0,Snyder,0 days 00:19:51,1191.0,60.0
Carolyn Williams,2017-05-08 23:31:58,2017-05-08 23:53:19,Card,1,8.9,27.5,5.76,0.0,Williams,0 days 00:21:21,1281.0,33.26
Linda Cox,2017-08-06 17:09:48,2017-08-06 17:16:15,Card,1,0.9,6.5,0.0,0.0,Cox,0 days 00:06:27,387.0,6.5
Nicholas Lane,2017-12-20 07:42:22,2017-12-20 08:00:28,Cash,1,2.94,14.5,3.06,0.0,Lane,0 days 00:18:06,1086.0,17.56
Mark Jones,2017-09-10 09:21:47,2017-09-10 09:33:53,Cash,1,2.17,10.5,0.0,0.0,Jones,0 days 00:12:06,726.0,10.5
Bobby Barnes,2017-03-13 11:13:40,2017-03-13 11:41:29,Cash,6,2.2,17.5,3.66,0.0,Barnes,0 days 00:27:49,1669.0,21.16
Cathy Miller,2017-10-28 01:56:35,2017-10-28 02:16:41,Card,1,8.1,24.5,0.0,5.76,Miller,0 days 00:20:06,1206.0,30.259999999999998
Dr. Ruth Todd,2017-10-25 19:48:49,2017-10-25 20:05:52,Cash,1,2.8,13.0,2.95,0.0,Todd,0 days 00:17:03,1023.0000000000001,15.95
Tyler Contreras,2017-07-24 20:17:49,2017-07-24 20:35:50,Cash,2,3.94,15.5,0.0,0.0,Contreras,0 days 00:18:01,1081.0,15.5
Christopher Henderson,2017-10-21 16:16:12,2017-10-21 16:19:53,Cash,5,0.84,5.0,0.58,0.0,Henderson,0 days 00:03:41,221.0,5.58
James Smith,2017-11-06 21:21:56,2017-11-06 21:37:32,Cash,2,3.7,14.0,0.0,0.0,Smith,0 days 00:15:36,936.0000000000001,14.0
Kelly Buchanan,2017-03-11 20:05:59,2017-03-11 20:11:42,Card,1,0.6,5.5,1.35,0.0,Buchanan,0 days 00:05:43,343.0,6.85
Danielle Martinez,2017-09-13 20:44:48,2017-09-13 20:48:48,Cash,1,0.5,4.5,0.0,0.0,Martinez,0 days 00:04:00,240.00000000000003,4.5
Paula Wallace,2017-08-03 17:40:33,2017-08-03 17:46:31,Cash,1,0.7,6.0,1.55,0.0,Wallace,0 days 00:05:58,358.0,7.55
Brittany Love MD,2017-02-02 22:23:30,2017-02-02 22:29:03,Card,1,1.3,6.5,1.17,0.0,MD,0 days 00:05:33,333.0,7.67
Heather Vance,2017-11-21 13:24:49,2017-11-21 13:32:11,Cash,1,1.0,6.5,1.45,0.0,Vance,0 days 00:07:22,442.0,7.95
Kimberly Simmons,2017-01-01 01:21:59,2017-01-01 01:34:12,Card,3,2.1,10.0,0.0,0.0,Simmons,0 days 00:12:13,733.0,10.0
Yesenia Benton,2017-04-14 13:52:07,2017-04-14 13:58:21,Cash,2,3.25,11.0,0.0,0.0,Benton,0 days 00:06:14,374.0,11.0
Seth Kelly,2017-10-22 15:24:46,2017-10-22 15:39:19,Card,1,3.27,13.0,2.76,0.0,Kelly,0 days 00:14:33,873.0,15.76
Brenda Young,2017-05-15 23:25:56,2017-05-15 23:46:48,Cash,5,4.73,17.5,0.0,0.0,Young,0 days 00:20:52,1252.0,17.5
David Perez,2017-12-14 16:03:07,2017-12-14 16:09:16,Cash,1,0.42,5.5,0.0,0.0,Perez,0 days 00:06:09,369.0,5.5
Jacob Santiago,2017-10-24 09:11:57,2017-10-24 09:46:49,Card,1,8.28,30.5,0.0,0.0,Santiago,0 days 00:34:52,2092.0,30.5
Brian Kennedy,2017-09-18 14:35:07,2017-09-18 14:47:12,Cash,2,1.6,9.5,2.05,0.0,Kennedy,0 days 00:12:05,725.0,11.55
Cheryl Harris,2017-06-20 20:01:53,2017-06-20 20:13:45,Cash,1,2.5,10.5,1.77,0.0,Harris,0 days 00:11:52,712.0,12.27
Eric Gardner,2017-04-20 08:34:41,2017-04-20 08:55:45,Cash,1,1.72,13.5,3.58,0.0,Gardner,0 days 00:21:04,1264.0,17.08
Laura Pineda,2017-12-06 12:35:06,2017-12-06 12:50:35,Card,5,0.62,10.0,0.0,0.0,Pineda,0 days 00:15:29,929.0000000000001,10.0
Richard Campbell,2017-06-13 07:21:27,2017-06-13 07:32:32,Cash,1,5.2,16.0,4.5,5.76,Campbell,0 days 00:11:05,665.0,26.259999999999998
Patrick Hill,2017-01-09 16:06:29,2017-01-09 16:32:16,Cash,1,3.32,17.5,2.0,0.0,Hill,0 days 00:25:47,1547.0,19.5
Katherine Mejia,2017-04-16 14:07:07,2017-04-16 14:22:04,Card,2,4.1,15.0,1.5,0.0,Mejia,0 days 00:14:57,897.0,16.5
Nathan Taylor,2017-09-14 17:57:58,2017-09-14 18:25:10,Card,2,4.13,17.5,2.0,0.0,Taylor,0 days 00:27:12,1632.0,19.5
Philip Robinson,2017-04-30 12:14:31,2017-04-30 12:31:02,Cash,1,6.9,21.5,4.45,0.0,Robinson,0 days 00:16:31,991.0000000000001,25.95
Cameron Cook,2017-07-27 08:07:34,2017-07-27 08:15:13,Cash,1,1.0,6.5,1.45,0.0,Cook,0 days 00:07:39,459.00000000000006,7.95
Emily Price,2017-01-19 15:41:17,2017-01-19 16:09:49,Card,5,10.44,31.5,0.0,0.0,Price,0 days 00:28:32,1712.0,31.5
Jeffrey Murphy,2017-02-21 09:37:30,2017-02-21 09:46:59,Card,1,1.3,8.0,0.0,0.0,Murphy,0 days 00:09:29,569.0,8.0
Ariel Thomas,2017-10-08 18:12:16,2017-10-08 18:19:57,Cash,2,1.41,7.5,0.0,0.0,Thomas,0 days 00:07:41,461.00000000000006,7.5
Michael Ramos,2017-06-02 09:43:51,2017-06-02 09:53:42,Cash,1,0.9,7.5,2.05,0.0,Ramos,0 days 00:09:51,591.0,9.55
John Choi,2017-03-27 07:26:37,2017-03-27 07:34:39,Card,1,0.61,4.5,1.06,0.0,Choi,0 days 00:08:02,482.00000000000006,5.5600000000000005
Dr. Trevor Sullivan MD,2017-06-29 19:05:34,2017-06-29 19:36:22,Cash,1,11.4,33.0,3.0,0.0,MD,0 days 00:30:48,1848.0000000000002,36.0
